ID do Cliente,Idade,Sexo,Item Vendido,Categoria,Valor da Venda (USD),Localizacao,Tamanho,Cor,Temporada,Avaliacao,Assinatura,Envio,Desconto,Codigo Promocional,Vendas Anteriores,Forma de Pagamento,Frequencia de Vendas
2263,53,Homem,Mochila,Acessorios,22,Arizona,M,Verde,Inverno,31,Nao,Frete em 2 dias,Nao,No,50,PIX,Mensalmente
2264,44,Homem,Cachecol,Acessorios,40,Indiana,XG,Verde,Inverno,35,Nao,Retirado na loja,Nao,No,42,PayPal,Trimestralmente
2265,51,Homem,Chapeu,Acessorios,92,North Dakota,M,Turquesa,Verao,39,Nao,Frete em 2 dias,Nao,No,50,Transferencia bancaria,Mensalmente
2266,36,Homem,Casaco,Agasalhos,94,Montana,XG,Amarelo,Outono,39,Nao,Retirado na loja,Nao,No,10,Transferencia bancaria,Trimestralmente
2267,20,Homem,Vestido,Roupas,44,Missouri,M,Amarelo,Outono,43,Nao,Retirado na loja,Nao,No,32,Transferencia bancaria,Semanalmente
2268,32,Homem,Gloves,Acessorios,49,Kentucky,P,Azul,Primavera,38,Nao,Expresso,Nao,No,37,PIX,Semanalmente
2269,66,Homem,Sueter,Roupas,26,Georgia,G,Carvao,Primavera,27,Nao,Frete em 2 dias,Nao,No,15,Cartao de Credito,Mensalmente
2270,49,Homem,Saia,Roupas,38,Kentucky,M,Amarelo,Outono,44,Nao,Retirado na loja,Nao,No,27,Cartao de Credito,Anualmente
2271,27,Homem,Blusa,Roupas,72,Georgia,G,Roxo,Primavera,35,Nao,Expresso,Nao,No,7,Cartao de Debito,Semanalmente
2272,29,Homem,Vestido,Roupas,99,Alaska,M,Verde,Verao,34,Nao,Free Shipping,Nao,No,49,Em dinheiro,Trimestralmente
2273,29,Homem,Jaqueta,Agasalhos,38,Maine,G,Carvao,Primavera,40,Nao,Standard,Nao,No,44,PIX,Mensalmente
2274,55,Homem,Casaco,Agasalhos,96,New Mexico,G,Prateado,Inverno,48,Nao,Expresso,Nao,No,13,Cartao de Credito,Quinzenalmente
2275,57,Homem,Vestido,Roupas,27,New York,G,Turquesa,Primavera,45,Nao,Next Day Air,Nao,No,38,Em dinheiro,Quinzenalmente
2276,29,Homem,Shorts,Roupas,24,Oklahoma,M,Cinza,Inverno,44,Nao,Standard,Nao,No,10,PayPal,Semanalmente
2277,31,Homem,Jeans,Roupas,82,Wyoming,G,Vermelho,Verao,41,Nao,Frete em 2 dias,Nao,No,25,Transferencia bancaria,Semanalmente
2278,25,Homem,Chapeu,Acessorios,56,Alabama,M,Bege,Verao,46,Nao,Next Day Air,Nao,No,18,Transferencia bancaria,Trimestralmente
2279,61,Homem,Gloves,Acessorios,25,Maryland,M,Marrom,Outono,38,Nao,Retirado na loja,Nao,No,6,Em dinheiro,A cada 3 meses
2280,53,Homem,Tenis,Calcados,67,West Virginia,G,Indigo,Primavera,29,Nao,Free Shipping,Nao,No,35,Transferencia bancaria,Trimestralmente
2281,22,Homem,Sapatos,Calcados,21,Kentucky,M,Vermelho,Verao,28,Nao,Standard,Nao,No,31,Transferencia bancaria,Quinzenalmente
2282,28,Homem,Moletom,Roupas,27,Kansas,XG,Marrom,Verao,30,Nao,Retirado na loja,Nao,No,41,Transferencia bancaria,Anualmente
2283,18,Homem,Tenis,Calcados,97,Idaho,P,Vermelho,Outono,42,Nao,Frete em 2 dias,Nao,No,8,Cartao de Debito,Anualmente
2284,44,Homem,Bolsa,Acessorios,45,Ohio,P,Preto,Inverno,41,Nao,Free Shipping,Nao,No,34,Em dinheiro,Quinzenalmente
2285,32,Homem,Blusa,Roupas,63,Iowa,XG,Preto,Outono,41,Nao,Expresso,Nao,No,20,Em dinheiro,Anualmente
2286,34,Homem,Cinto,Acessorios,100,Michigan,G,Rosa,Verao,46,Nao,Frete em 2 dias,Nao,No,38,Em dinheiro,A cada 3 meses
2287,67,Homem,Socks,Roupas,38,South Dakota,G,Azul,Primavera,25,Nao,Retirado na loja,Nao,No,35,PayPal,Trimestralmente
2288,66,Homem,Blusa,Roupas,45,Nebraska,G,Verde,Verao,30,Nao,Retirado na loja,Nao,No,6,PayPal,Anualmente
2289,28,Homem,Joias,Acessorios,91,California,M,Laranja,Outono,38,Nao,Next Day Air,Nao,No,50,Cartao de Credito,Semanalmente
2290,70,Homem,Shorts,Roupas,82,Nevada,M,Laranja,Outono,41,Nao,Free Shipping,Nao,No,47,PayPal,Semanalmente
2291,37,Homem,Botas,Calcados,48,Kansas,G,Magenta,Inverno,33,Nao,Standard,Nao,No,23,PIX,Trimestralmente
2292,28,Homem,Casaco,Agasalhos,30,Ohio,M,Indigo,Primavera,50,Nao,Frete em 2 dias,Nao,No,13,PayPal,Trimestralmente
2293,43,Homem,T-shirt,Roupas,34,Vermont,P,Bege,Primavera,38,Nao,Next Day Air,Nao,No,31,Cartao de Debito,Mensalmente
2294,37,Homem,Sueter,Roupas,68,Georgia,G,Verde,Outono,33,Nao,Expresso,Nao,No,16,PayPal,A cada 3 meses
2295,54,Homem,Oculos de sol,Acessorios,95,Maryland,M,Vermelho,Inverno,50,Nao,Expresso,Nao,No,40,PIX,Anualmente
2296,50,Homem,Chapeu,Acessorios,22,Connecticut,G,Bege,Primavera,29,Nao,Frete em 2 dias,Nao,No,45,Cartao de Credito,Trimestralmente
2297,46,Homem,Gloves,Acessorios,88,Washington,M,Verde,Outono,25,Nao,Next Day Air,Nao,No,50,PayPal,A cada 3 meses
2298,60,Homem,Socks,Roupas,83,California,M,Laranja,Verao,47,Nao,Standard,Nao,No,1,PayPal,Trimestralmente
2299,40,Homem,Bolsa,Acessorios,87,Montana,G,Ciano,Primavera,29,Nao,Frete em 2 dias,Nao,No,10,PayPal,A cada 3 meses
2300,64,Homem,Casaco,Agasalhos,57,Idaho,M,Violeta,Verao,37,Nao,Retirado na loja,Nao,No,48,Cartao de Debito,A cada 3 meses
2301,18,Homem,Casaco,Agasalhos,88,Pennsylvania,XG,Lavanda,Verao,44,Nao,Frete em 2 dias,Nao,No,38,PIX,Mensalmente
2302,37,Homem,Calcas,Roupas,20,Maine,G,Turquesa,Inverno,29,Nao,Next Day Air,Nao,No,21,Cartao de Debito,Anualmente
2303,36,Homem,Cinto,Acessorios,39,Montana,G,Rosa,Verao,36,Nao,Retirado na loja,Nao,No,38,Em dinheiro,Mensalmente
2304,51,Homem,Oculos de sol,Acessorios,71,New Jersey,P,Bege,Primavera,48,Nao,Frete em 2 dias,Nao,No,31,Transferencia bancaria,Quinzenalmente
2305,26,Homem,Moletom,Roupas,73,Louisiana,G,Prateado,Inverno,47,Nao,Free Shipping,Nao,No,9,Transferencia bancaria,Quinzenalmente
2306,68,Homem,Bolsa,Acessorios,63,Maine,M,Gold,Verao,26,Nao,Free Shipping,Nao,No,47,Em dinheiro,Semanalmente
2307,27,Homem,Gloves,Acessorios,78,Florida,G,Prateado,Inverno,34,Nao,Standard,Nao,No,8,Em dinheiro,Quinzenalmente
2308,28,Homem,Saia,Roupas,96,Missouri,G,Verde,Outono,35,Nao,Next Day Air,Nao,No,30,Transferencia bancaria,Anualmente
2309,49,Homem,Oculos de sol,Acessorios,81,North Dakota,M,Verde-azulado,Inverno,34,Nao,Frete em 2 dias,Nao,No,22,Transferencia bancaria,Trimestralmente
2310,70,Homem,Vestido,Roupas,95,Connecticut,P,Gold,Outono,50,Nao,Frete em 2 dias,Nao,No,3,Em dinheiro,Trimestralmente
2311,30,Homem,Gloves,Acessorios,68,Virginia,M,Ciano,Primavera,46,Nao,Standard,Nao,No,15,Cartao de Credito,Mensalmente
2312,27,Homem,Tenis,Calcados,28,Montana,G,Gold,Primavera,48,Nao,Frete em 2 dias,Nao,No,10,PayPal,A cada 3 meses
2313,19,Homem,T-shirt,Roupas,30,Vermont,G,Violeta,Verao,37,Nao,Free Shipping,Nao,No,19,PayPal,A cada 3 meses
2314,64,Homem,Vestido,Roupas,31,Georgia,M,Preto,Verao,47,Nao,Next Day Air,Nao,No,36,PIX,Quinzenalmente
2315,42,Homem,Bolsa,Acessorios,95,Virginia,XG,Marrom,Inverno,44,Nao,Expresso,Nao,No,12,PIX,A cada 3 meses
2316,69,Homem,Socks,Roupas,79,Vermont,M,Indigo,Inverno,35,Nao,Frete em 2 dias,Nao,No,49,Em dinheiro,Trimestralmente
2317,28,Homem,Tenis,Calcados,39,Montana,G,Amarelo,Inverno,38,Nao,Standard,Nao,No,7,Cartao de Credito,Anualmente
2318,47,Homem,Jaqueta,Agasalhos,34,New Jersey,M,Roxo,Verao,47,Nao,Next Day Air,Nao,No,28,Cartao de Debito,Mensalmente
2319,69,Homem,Moletom,Roupas,28,Wyoming,G,Branco,Primavera,31,Nao,Retirado na loja,Nao,No,30,PayPal,Anualmente
2320,56,Homem,Sandalhas,Calcados,38,Maine,XG,Turquesa,Inverno,50,Nao,Free Shipping,Nao,No,29,Cartao de Debito,Mensalmente
2321,28,Homem,Sapatos,Calcados,55,New Mexico,M,Oliva,Primavera,37,Nao,Free Shipping,Nao,No,9,Cartao de Credito,A cada 3 meses
2322,50,Homem,Sandalhas,Calcados,31,Colorado,M,Bege,Inverno,30,Nao,Next Day Air,Nao,No,27,PayPal,Quinzenalmente
2323,39,Homem,Casaco,Agasalhos,84,Connecticut,P,Lavanda,Primavera,45,Nao,Retirado na loja,Nao,No,21,Em dinheiro,Quinzenalmente
2324,35,Homem,Gloves,Acessorios,93,Maryland,G,Branco,Inverno,47,Nao,Expresso,Nao,No,36,Transferencia bancaria,Mensalmente
2325,59,Homem,Casaco,Agasalhos,28,Oregon,G,Marrom,Inverno,35,Nao,Free Shipping,Nao,No,19,Cartao de Debito,Anualmente
2326,44,Homem,Botas,Calcados,55,New York,M,Carvao,Verao,44,Nao,Frete em 2 dias,Nao,No,47,Cartao de Debito,Semanalmente
2327,66,Homem,Saia,Roupas,63,Oklahoma,G,Marrom,Inverno,26,Nao,Standard,Nao,No,38,Em dinheiro,Anualmente
2328,20,Homem,Saia,Roupas,94,Alabama,M,Vermelho,Inverno,42,Nao,Frete em 2 dias,Nao,No,22,Cartao de Credito,Quinzenalmente
2329,45,Homem,Calcas,Roupas,36,North Dakota,M,Marrom,Outono,26,Nao,Expresso,Nao,No,29,Cartao de Credito,Quinzenalmente
2330,49,Homem,Chapeu,Acessorios,97,Nebraska,P,Verde-azulado,Primavera,48,Nao,Free Shipping,Nao,No,42,PIX,Anualmente
2331,60,Homem,Mochila,Acessorios,63,Arizona,G,Laranja,Verao,29,Nao,Retirado na loja,Nao,No,47,PIX,A cada 3 meses
2332,61,Homem,Cachecol,Acessorios,77,Illinois,P,Oliva,Primavera,43,Nao,Frete em 2 dias,Nao,No,10,Cartao de Credito,Quinzenalmente
2333,36,Homem,Cachecol,Acessorios,53,South Carolina,XG,Oliva,Outono,26,Nao,Retirado na loja,Nao,No,10,Cartao de Credito,Mensalmente
2334,33,Homem,Shirt,Roupas,77,Kansas,M,Bege,Primavera,38,Nao,Next Day Air,Nao,No,1,Em dinheiro,A cada 3 meses
2335,49,Homem,Botas,Calcados,79,Kansas,G,Verde,Verao,42,Nao,Standard,Nao,No,7,Cartao de Credito,Mensalmente
2336,31,Homem,Casaco,Agasalhos,37,Idaho,M,Preto,Verao,39,Nao,Retirado na loja,Nao,No,10,PIX,Quinzenalmente
2337,19,Homem,Cinto,Acessorios,94,California,M,Verde,Inverno,31,Nao,Free Shipping,Nao,No,11,Em dinheiro,Semanalmente
2338,39,Homem,Botas,Calcados,76,North Dakota,P,Violeta,Outono,36,Nao,Retirado na loja,Nao,No,5,PayPal,Anualmente
2339,66,Homem,Tenis,Calcados,68,Georgia,P,Prateado,Outono,40,Nao,Expresso,Nao,No,21,PayPal,Trimestralmente
2340,25,Homem,Shirt,Roupas,65,Illinois,G,Marrom,Primavera,34,Nao,Next Day Air,Nao,No,24,Em dinheiro,Trimestralmente
2341,63,Homem,Blusa,Roupas,24,Delaware,M,Ciano,Verao,26,Nao,Standard,Nao,No,37,PIX,Quinzenalmente
2342,56,Homem,Jaqueta,Agasalhos,31,Connecticut,G,Verde-azulado,Verao,45,Nao,Expresso,Nao,No,22,Em dinheiro,A cada 3 meses
2343,20,Homem,Saia,Roupas,89,Tennessee,M,Oliva,Outono,49,Nao,Standard,Nao,No,16,Cartao de Credito,Quinzenalmente
2344,58,Homem,Socks,Roupas,49,Maryland,M,Vermelho,Verao,44,Nao,Frete em 2 dias,Nao,No,44,PIX,Mensalmente
2345,34,Homem,Sandalhas,Calcados,92,Rhode Island,XG,Lavanda,Outono,35,Nao,Expresso,Nao,No,14,Cartao de Credito,Quinzenalmente
2346,28,Homem,T-shirt,Roupas,32,New York,P,Laranja,Inverno,33,Nao,Expresso,Nao,No,23,Transferencia bancaria,A cada 3 meses
2347,22,Homem,Jaqueta,Agasalhos,67,New Mexico,G,Marrom,Inverno,31,Nao,Standard,Nao,No,46,Transferencia bancaria,Quinzenalmente
2348,37,Homem,Cinto,Acessorios,64,California,P,Cinza,Outono,42,Nao,Expresso,Nao,No,46,Cartao de Credito,A cada 3 meses
2349,54,Homem,Sapatos,Calcados,84,Maine,M,Laranja,Primavera,49,Nao,Next Day Air,Nao,No,16,PayPal,A cada 3 meses
2350,65,Homem,Blusa,Roupas,34,New York,M,Laranja,Outono,39,Nao,Standard,Nao,No,40,PIX,A cada 3 meses
2351,57,Homem,Sapatos,Calcados,26,Hawaii,M,Turquesa,Inverno,42,Nao,Free Shipping,Nao,No,21,Transferencia bancaria,Anualmente
2352,38,Homem,Sueter,Roupas,50,New Hampshire,P,Ciano,Outono,49,Nao,Retirado na loja,Nao,No,25,Cartao de Credito,Quinzenalmente
2353,70,Homem,Botas,Calcados,46,Nebraska,M,Amarelo,Outono,28,Nao,Retirado na loja,Nao,No,25,Cartao de Credito,Trimestralmente
2354,56,Homem,Bolsa,Acessorios,71,Montana,M,Branco,Outono,41,Nao,Standard,Nao,No,25,Cartao de Credito,A cada 3 meses
2355,56,Homem,Blusa,Roupas,78,Wisconsin,M,Azul,Verao,48,Nao,Next Day Air,Nao,No,27,Em dinheiro,Mensalmente
2356,22,Homem,Saia,Roupas,35,Tennessee,P,Roxo,Inverno,41,Nao,Next Day Air,Nao,No,12,PayPal,Mensalmente
2357,57,Homem,Mochila,Acessorios,58,Montana,M,Cinza,Verao,30,Nao,Free Shipping,Nao,No,27,Transferencia bancaria,Trimestralmente
2358,53,Homem,Shirt,Roupas,67,Michigan,G,Ciano,Outono,42,Nao,Frete em 2 dias,Nao,No,40,Transferencia bancaria,Quinzenalmente
2359,53,Homem,Sueter,Roupas,93,Texas,G,Rosa,Primavera,38,Nao,Standard,Nao,No,38,Transferencia bancaria,Trimestralmente
2360,19,Homem,Cachecol,Acessorios,81,Pennsylvania,P,Gold,Primavera,33,Nao,Frete em 2 dias,Nao,No,44,PIX,A cada 3 meses
2361,49,Homem,Bolsa,Acessorios,80,New York,G,Prateado,Outono,47,Nao,Frete em 2 dias,Nao,No,27,Cartao de Debito,A cada 3 meses
2362,44,Homem,Cachecol,Acessorios,64,Alabama,M,Cinza,Primavera,43,Nao,Frete em 2 dias,Nao,No,30,Em dinheiro,A cada 3 meses
2363,27,Homem,Jeans,Roupas,41,Virginia,M,Marrom,Outono,27,Nao,Standard,Nao,No,24,PIX,Mensalmente
2364,60,Homem,Socks,Roupas,79,Pennsylvania,XG,Rosa,Inverno,42,Nao,Expresso,Nao,No,38,PayPal,Quinzenalmente
2365,62,Homem,Oculos de sol,Acessorios,60,Mississippi,G,Marrom,Inverno,42,Nao,Free Shipping,Nao,No,4,Cartao de Credito,Trimestralmente
2366,52,Homem,Tenis,Calcados,91,Wyoming,P,Pessego,Inverno,25,Nao,Next Day Air,Nao,No,32,Em dinheiro,Mensalmente
2367,30,Homem,Sapatos,Calcados,66,New Mexico,G,Marrom,Inverno,36,Nao,Expresso,Nao,No,32,PayPal,Quinzenalmente
2368,66,Homem,Socks,Roupas,85,North Dakota,G,Verde,Inverno,34,Nao,Standard,Nao,No,28,Transferencia bancaria,Quinzenalmente
2369,29,Homem,Oculos de sol,Acessorios,38,New Jersey,M,Lavanda,Verao,33,Nao,Standard,Nao,No,6,Cartao de Credito,A cada 3 meses
2370,24,Homem,Sueter,Roupas,23,Vermont,M,Ciano,Inverno,46,Nao,Standard,Nao,No,24,Cartao de Debito,Mensalmente
2371,51,Homem,Sapatos,Calcados,71,Alaska,M,Preto,Primavera,39,Nao,Retirado na loja,Nao,No,38,Cartao de Debito,Semanalmente
2372,67,Homem,Socks,Roupas,25,Indiana,M,Carvao,Inverno,37,Nao,Next Day Air,Nao,No,28,PayPal,Anualmente
2373,50,Homem,Botas,Calcados,39,Alabama,XG,Prateado,Primavera,31,Nao,Expresso,Nao,No,9,Cartao de Debito,Quinzenalmente
2374,37,Homem,Moletom,Roupas,20,Michigan,M,Cinza,Primavera,49,Nao,Expresso,Nao,No,21,Transferencia bancaria,A cada 3 meses
2375,69,Homem,Gloves,Acessorios,73,Washington,G,Pessego,Inverno,47,Nao,Standard,Nao,No,31,Em dinheiro,Mensalmente
2376,60,Homem,Mochila,Acessorios,63,Virginia,G,Pessego,Outono,29,Nao,Next Day Air,Nao,No,18,PayPal,Trimestralmente
2377,21,Homem,Gloves,Acessorios,94,Tennessee,XG,Ciano,Primavera,41,Nao,Expresso,Nao,No,5,PIX,Semanalmente
2378,44,Homem,Blusa,Roupas,94,South Dakota,G,Magenta,Outono,40,Nao,Next Day Air,Nao,No,22,PIX,Anualmente
2379,26,Homem,Cachecol,Acessorios,71,New Hampshire,G,Verde-azulado,Verao,27,Nao,Retirado na loja,Nao,No,37,Cartao de Debito,Quinzenalmente
2380,40,Homem,Chapeu,Acessorios,77,South Dakota,M,Pessego,Primavera,40,Nao,Frete em 2 dias,Nao,No,22,Cartao de Credito,Mensalmente
2381,41,Homem,Cachecol,Acessorios,66,Pennsylvania,M,Preto,Outono,25,Nao,Next Day Air,Nao,No,36,Cartao de Credito,Quinzenalmente
2382,62,Homem,Sandalhas,Calcados,23,Wisconsin,M,Verde-azulado,Verao,45,Nao,Free Shipping,Nao,No,23,Transferencia bancaria,Anualmente
2383,39,Homem,Sueter,Roupas,60,California,M,Turquesa,Primavera,39,Nao,Expresso,Nao,No,44,Cartao de Debito,Semanalmente
2384,53,Homem,Mochila,Acessorios,72,Rhode Island,G,Gold,Primavera,49,Nao,Frete em 2 dias,Nao,No,25,Em dinheiro,Anualmente
2385,24,Homem,Blusa,Roupas,35,Alabama,G,Verde,Inverno,33,Nao,Frete em 2 dias,Nao,No,40,Cartao de Debito,Trimestralmente
2386,41,Homem,Cachecol,Acessorios,31,Oklahoma,M,Marrom,Outono,38,Nao,Expresso,Nao,No,12,PIX,Semanalmente
2387,19,Homem,Socks,Roupas,33,Illinois,G,Azul,Verao,29,Nao,Standard,Nao,No,14,Cartao de Credito,Mensalmente
2388,36,Homem,Chapeu,Acessorios,95,Tennessee,M,Gold,Verao,40,Nao,Frete em 2 dias,Nao,No,14,Cartao de Credito,Mensalmente
2389,21,Homem,Vestido,Roupas,68,Alabama,M,Pessego,Outono,41,Nao,Retirado na loja,Nao,No,10,Cartao de Credito,Anualmente
2390,25,Homem,Casaco,Agasalhos,87,Kansas,M,Violeta,Primavera,31,Nao,Retirado na loja,Nao,No,17,Em dinheiro,A cada 3 meses
2391,65,Homem,Shirt,Roupas,64,Arizona,XG,Amarelo,Inverno,46,Nao,Expresso,Nao,No,24,Cartao de Debito,Quinzenalmente
2392,42,Homem,Shirt,Roupas,74,Michigan,M,Preto,Inverno,46,Nao,Next Day Air,Nao,No,31,PayPal,Trimestralmente
2393,40,Homem,Jeans,Roupas,62,Missouri,G,Prateado,Primavera,26,Nao,Frete em 2 dias,Nao,No,36,Em dinheiro,Anualmente
2394,58,Homem,Socks,Roupas,97,Louisiana,M,Marrom,Inverno,50,Nao,Frete em 2 dias,Nao,No,38,Cartao de Debito,A cada 3 meses
2395,40,Homem,Sandalhas,Calcados,47,Connecticut,G,Pessego,Outono,29,Nao,Frete em 2 dias,Nao,No,23,Em dinheiro,Quinzenalmente
2396,62,Homem,Blusa,Roupas,83,Connecticut,M,Ciano,Inverno,35,Nao,Frete em 2 dias,Nao,No,47,Cartao de Debito,Quinzenalmente
2397,38,Homem,Shirt,Roupas,82,Oregon,M,Oliva,Primavera,37,Nao,Frete em 2 dias,Nao,No,20,Cartao de Credito,Semanalmente
2398,37,Homem,Oculos de sol,Acessorios,26,West Virginia,G,Preto,Outono,29,Nao,Retirado na loja,Nao,No,41,Transferencia bancaria,Mensalmente
2399,65,Homem,Jaqueta,Agasalhos,81,Florida,M,Laranja,Inverno,43,Nao,Free Shipping,Nao,No,44,PayPal,Quinzenalmente
2400,55,Homem,Vestido,Roupas,44,New Hampshire,G,Bege,Primavera,32,Nao,Retirado na loja,Nao,No,31,Cartao de Debito,Mensalmente
2401,43,Homem,Oculos de sol,Acessorios,88,Oregon,M,Pessego,Inverno,42,Nao,Next Day Air,Nao,No,11,PayPal,Quinzenalmente
2402,43,Homem,Botas,Calcados,76,Oregon,M,Rosa,Inverno,42,Nao,Standard,Nao,No,25,Em dinheiro,Quinzenalmente
2403,45,Homem,Cachecol,Acessorios,89,Utah,M,Marrom,Inverno,38,Nao,Free Shipping,Nao,No,31,PayPal,Semanalmente
2404,64,Homem,Shorts,Roupas,22,Missouri,M,Magenta,Outono,44,Nao,Standard,Nao,No,40,Transferencia bancaria,Semanalmente
2405,28,Homem,Shorts,Roupas,33,West Virginia,G,Ciano,Inverno,31,Nao,Frete em 2 dias,Nao,No,23,PIX,Quinzenalmente
2406,69,Homem,Jeans,Roupas,97,California,XG,Prateado,Outono,50,Nao,Standard,Nao,No,5,PIX,Trimestralmente
2407,54,Homem,Cachecol,Acessorios,57,California,M,Indigo,Inverno,47,Nao,Standard,Nao,No,26,PIX,Semanalmente
2408,52,Homem,Shorts,Roupas,38,Illinois,M,Bege,Verao,30,Nao,Expresso,Nao,No,11,Cartao de Credito,Quinzenalmente
2409,23,Homem,Tenis,Calcados,55,Hawaii,XG,Preto,Outono,42,Nao,Next Day Air,Nao,No,44,PayPal,A cada 3 meses
2410,26,Homem,Joias,Acessorios,37,Washington,G,Amarelo,Primavera,30,Nao,Retirado na loja,Nao,No,47,Cartao de Credito,A cada 3 meses
2411,48,Homem,Sapatos,Calcados,43,Wisconsin,M,Marrom,Verao,37,Nao,Free Shipping,Nao,No,46,PIX,Mensalmente
2412,49,Homem,Moletom,Roupas,96,Virginia,M,Ciano,Verao,27,Nao,Free Shipping,Nao,No,35,Cartao de Debito,A cada 3 meses
2413,53,Homem,Jaqueta,Agasalhos,51,Oregon,M,Rosa,Inverno,43,Nao,Frete em 2 dias,Nao,No,8,Cartao de Debito,Quinzenalmente
2414,69,Homem,Shorts,Roupas,95,Pennsylvania,XG,Violeta,Outono,27,Nao,Frete em 2 dias,Nao,No,30,Transferencia bancaria,Semanalmente
2415,26,Homem,Socks,Roupas,26,Virginia,M,Lavanda,Verao,37,Nao,Next Day Air,Nao,No,14,PayPal,Quinzenalmente
2416,21,Homem,Casaco,Agasalhos,34,Hawaii,XG,Lavanda,Outono,43,Nao,Standard,Nao,No,30,Em dinheiro,Semanalmente
2417,59,Homem,Sandalhas,Calcados,83,Nebraska,P,Preto,Verao,40,Nao,Next Day Air,Nao,No,26,Em dinheiro,A cada 3 meses
2418,21,Homem,Mochila,Acessorios,24,Alaska,M,Oliva,Outono,33,Nao,Standard,Nao,No,32,Transferencia bancaria,Quinzenalmente
2419,22,Homem,Calcas,Roupas,69,Michigan,P,Indigo,Outono,40,Nao,Next Day Air,Nao,No,47,Transferencia bancaria,A cada 3 meses
2420,26,Homem,Sueter,Roupas,40,North Carolina,M,Azul,Outono,27,Nao,Next Day Air,Nao,No,11,PIX,A cada 3 meses
2421,41,Homem,Jaqueta,Agasalhos,87,North Carolina,P,Verde,Inverno,42,Nao,Free Shipping,Nao,No,28,PayPal,Anualmente
2422,37,Homem,Tenis,Calcados,46,Minnesota,G,Rosa,Primavera,46,Nao,Standard,Nao,No,2,PayPal,A cada 3 meses
2423,30,Homem,Joias,Acessorios,82,Georgia,M,Pessego,Inverno,48,Nao,Retirado na loja,Nao,No,45,Cartao de Credito,Semanalmente
2424,49,Homem,Mochila,Acessorios,81,West Virginia,M,Roxo,Verao,28,Nao,Free Shipping,Nao,No,7,PayPal,A cada 3 meses
2425,49,Homem,Joias,Acessorios,57,Delaware,M,Pessego,Inverno,45,Nao,Next Day Air,Nao,No,28,Cartao de Debito,Quinzenalmente
2426,58,Homem,Sapatos,Calcados,49,North Dakota,P,Oliva,Verao,30,Nao,Frete em 2 dias,Nao,No,34,PIX,Trimestralmente
2427,70,Homem,Jaqueta,Agasalhos,42,Florida,M,Oliva,Outono,46,Nao,Free Shipping,Nao,No,26,PIX,A cada 3 meses
2428,27,Homem,Jaqueta,Agasalhos,26,Oregon,M,Roxo,Primavera,33,Nao,Standard,Nao,No,45,Cartao de Debito,Trimestralmente
2429,65,Homem,T-shirt,Roupas,38,Idaho,M,Violeta,Primavera,44,Nao,Next Day Air,Nao,No,34,PayPal,Anualmente
2430,57,Homem,Tenis,Calcados,57,Virginia,XG,Marrom,Verao,44,Nao,Standard,Nao,No,47,PayPal,Quinzenalmente
2431,20,Homem,Jaqueta,Agasalhos,100,North Dakota,XG,Branco,Verao,43,Nao,Expresso,Nao,No,42,Em dinheiro,Trimestralmente
2432,34,Homem,Moletom,Roupas,73,Alabama,P,Oliva,Outono,34,Nao,Expresso,Nao,No,27,Em dinheiro,A cada 3 meses
2433,59,Homem,Jaqueta,Agasalhos,66,Hawaii,M,Pessego,Inverno,28,Nao,Retirado na loja,Nao,No,43,PayPal,Mensalmente
2434,54,Homem,T-shirt,Roupas,73,Oregon,M,Azul,Primavera,34,Nao,Standard,Nao,No,16,Em dinheiro,Quinzenalmente
2435,36,Homem,Gloves,Acessorios,45,Utah,M,Marrom,Primavera,50,Nao,Retirado na loja,Nao,No,40,Em dinheiro,Mensalmente
2436,21,Homem,Tenis,Calcados,27,Hawaii,P,Preto,Outono,45,Nao,Free Shipping,Nao,No,29,Em dinheiro,Quinzenalmente
2437,52,Homem,T-shirt,Roupas,24,Connecticut,M,Amarelo,Outono,27,Nao,Retirado na loja,Nao,No,38,Cartao de Credito,Trimestralmente
2438,43,Homem,Tenis,Calcados,59,Wyoming,XG,Magenta,Inverno,34,Nao,Retirado na loja,Nao,No,34,Cartao de Credito,Semanalmente
2439,32,Homem,Jeans,Roupas,20,Delaware,P,Ciano,Inverno,34,Nao,Expresso,Nao,No,30,Em dinheiro,Semanalmente
2440,55,Homem,Bolsa,Acessorios,44,Arkansas,M,Marrom,Verao,28,Nao,Standard,Nao,No,45,Em dinheiro,Anualmente
2441,31,Homem,Socks,Roupas,90,Indiana,M,Vermelho,Primavera,47,Nao,Standard,Nao,No,47,Transferencia bancaria,Anualmente
2442,45,Homem,Joias,Acessorios,36,California,M,Preto,Outono,47,Nao,Free Shipping,Nao,No,5,Cartao de Credito,Mensalmente
2443,53,Homem,Blusa,Roupas,95,Wyoming,G,Violeta,Inverno,47,Nao,Free Shipping,Nao,No,50,PayPal,Quinzenalmente
2444,24,Homem,Mochila,Acessorios,30,South Dakota,M,Verde,Primavera,34,Nao,Frete em 2 dias,Nao,No,24,PIX,Quinzenalmente
2445,47,Homem,Cachecol,Acessorios,65,West Virginia,P,Gold,Outono,37,Nao,Expresso,Nao,No,15,Em dinheiro,Quinzenalmente
2446,63,Homem,Cachecol,Acessorios,96,Tennessee,M,Marrom,Verao,41,Nao,Retirado na loja,Nao,No,50,PayPal,Semanalmente
2447,38,Homem,Shirt,Roupas,65,Alaska,G,Pessego,Primavera,29,Nao,Frete em 2 dias,Nao,No,7,Em dinheiro,Mensalmente
